1,1,-12,0,0,AK
9,23,-4,16,0,AZ
97,93,8,100,100,CO
50,50,0,84,16,FL
3,7,-8,0,0,IA
93,86,6,100,94,IL
3,7,-8,0,0,IN
3,7,-8,0,0,LA
9,23,-4,16,0,MO
5,13,-6,2,0,NC
50,50,0,84,16,NH
50,50,0,84,16,NV
9,23,-4,16,0,OH
50,50,0,84,16,PA
98,97,10,100,100,WI
