259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625
-4,-4,-4,-5,-5,-4.5,-4,-4,-3,-3,-3,-3,-3.5,-4,-3,-3,-4,-3.5,-4,-4,-4.5,-5,-5,-5,-5,-4.5,-4,-4.5,-5,-4,-4,-4.5,-4,-4.5,-5,-5,-5,-4.5,-4.5,-4,-4,-4.5,-3.5,-4,-4.5,-5,-5.5,-6.5,-5.5,-6,-6,-6,-6,-6,-5,-4,-4.5,-4,-6,-6,-6,-7,-7,-7,-9,-9,-9,-9,-8.5,-8,-8.5,-8.5,-8,-8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6.5,-8,-8,-7,-7,-7,-7,-7,-6.5,-7,-7.5,-7.5,-8,-7,-7,-7,-7,-7,-7.5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-6,-7,-6,-8,-7,-7,-5,-3.5,-2,-2,-3,-2,-2,-2,-2,-2.5,-2.5,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.5,-3,-3,-3,-5,-4,-4,-6,-2,-1,-2.5,-2.5,-2.5,-3.5,-3.5,-4,-3,-3,-3,-3,-2,-2,-1,-0.5,-1,-2,-1,-0.5,-0.5,1,1,1,1,1,0.5,0.5,0,0.5,3,3,2,3,3,2.5,2.5,2.5,2,2,3,1.5,2,2,2,2,2.5,4,2,3,3,4,4,4,1.5,0,0,0,0,0,0,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,2,2,1.5,2,1.5,1.5,1.5,1,2,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,2,2,3,3,3,5,2.5,2,2,2,2,3,3,4,4,4,4,3.5,3.5,3.5,4.5,5,5,5,5,5,4.5,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2,1.5,2,2.5,3,3,3,3,3,2.5,2,1.5,1,1.5,2,3,3,3,3,3.5,4.5,5,5,5,5,5.5,7,6,6.5,6,6.5,6.5,7,7,7,7,7,7,7,6,6.5,7,7,7,7,6,6,6,4.5,5,5.5,5,4.5,5,4.5,5,3.5,4,4,4,4,4,4,4,3,3,3
1.341,1.341,0.82239,0.7656,0.7656,0.74129,0.71916,0.69889,0.87362,1.0787,1.0787,0.68025,0.82879,1.0204,1.0204,1.0204,0.68025,0.82879,0.68025,0.68025,0.82879,1.0204,1.0204,1.0204,0.97058,1.2231,1.1484,1.1887,1.2336,1.2336,0.82239,0.99059,1.0787,0.99454,1.0787,1.4383,1.3605,1.2231,1.2231,1.5725,1.7979,1.7472,1.5725,1.7979,1.8532,1.3605,1.5725,1.3978,1.3261,1.2941,1.3261,1.4918,1.3261,1.3978,1.4383,1.914,1.3868,1.5312,1.1887,1.1887,1.3868,1.2336,1.1484,1.1887,1.0787,0.7656,0.74129,0.71916,1.1119,1.1484,1.1887,1.1887,1.1887,1.1887,1.5312,1.1887,1.1484,0.92661,0.7656,0.92661,1.0787,0.71916,0.68025,0.82879,1.0787,1.0787,0.71916,0.7656,1.0787,1.0787,1.0787,1.1119,1.0204,1.2231,1.1603,0.94826,0.99454,0.99454,0.99454,0.99454,0.97058,0.99454,1.0483,1.0787,1.0204,0.7656,0.99059,0.99059,0.99059,1.1119,1.6448,1.7119,0.82239,0.85597,1.2336,0.79247,1.1484,1.4979,1.6448,2.2351,1.4979,1.2336,1.2336,1.1887,0.7656,0.82239,0.7656,0.7656,0.99059,0.99059,0.71916,0.74129,0.71916,0.71916,0.7656,0.92661,0.71916,1.1119,1.2336,1.2336,0.7656,0.7656,0.82239,0.82239,0.79247,0.99059,1.284,1.2336,1.7881,1.341,1.2336,1.341,1.7881,1.5312,1.1484,1.3868,1.2973,1.2973,1.1119,1.2973,1.5312,1.0787,0.71916,0.74129,0.71916,1.2231,1.2231,1.0787,1.2231,1.0787,1.2231,1.0204,1.2231,1.2231,0.71916,1.3868,1.4979,1.1887,0.82239,0.85597,1.07,1.341,1.284,1.7881,0.98839,0.93767,1.2336,1.1887,1.1887,1.2973,1.4826,1.4383,1.3605,1.3605,1.2973,1.0787,1.0787,1.0787,1.0787,0.99454,1.0204,1.0204,1.1603,0.99454,1.0204,0.99454,1.0204,1.1603,0.71916,0.7656,0.3828,0.37064,0.3828,0.3828,0.41119,0.64198,0.3828,0.74129,0.7656,0.79247,0.74129,0.3828,0.39624,0.39624,0.39624,0.39624,0.3828,0.39624,0.3828,0.35958,0.3828,0.59435,0.59435,0.41119,0.41119,0.79247,0.82239,0.59435,0.82239,0.70325,0.70325,0.85597,0.89403,1.4065,0.82239,0.82239,0.79247,0.79247,0.82239,0.79247,0.79247,0.85597,0.85597,0.82239,0.82239,0.82239,0.82239,0.41119,0.82239,1.2336,1.284,1.284,1.1484,0.99059,1.2336,1.2336,1.07,1.341,1.6409,1.4826,1.4826,2.056,2.2351,2.2351,2.056,2.056,2.056,1.1119,0.99059,0.99059,0.99059,1.1484,1.1484,0.71916,0.69889,0.55597,1.0483,1.0204,1.0483,1.0204,1.0483,1.0204,1.0483,1.0483,1.1119,1.1119,1.0787,1.0483,1.0204,1.2973,1.1484,1.1119,1.1484,0.92661,1.0483,1.0787,0.87362,0.74129,0.82239,1.07,0.7656,0.99059,1.2336,1.3868,1.3868,1.6448,1.5849,1.6448,1.5312,1.4826,1.5849,1.5312,1.3605,1.3978,1.3978,1.2231,2.0385,1.3605,1.3978,1.0787,1.2973,1.2231,1.4826,1.4826,1.2231,1.2231,1.4383,1.4383,1.3605,1.0204,1.0483,1.0787,1.2973,1.4383,1.5312,1.9259,1.9259,1.3868,1.1887,2.056,1.3868,1.1484,1.2973,1.0787,0.92661,0.71916,0.92661,0.7656,0.7656,0.7656,0.71916,0.7656,0.7656,0.7656,1.1484,1.2336,1.2336
