143,337,201,344,194,264,142,132,314,358,291,374,62,4.14,0.99955,0.70208,0.84779
144,332,206,329,209,267,142,129,308,354,285,372,63,3.8,0.99844,0.68752,0.83951
145,329,209,329,209,267,142,129,303,349,282,368,63,3.72,0.99772,0.68402,0.8375
146,328,210,329,209,254,142,142,302,349,281,366,63,3.38,0.99618,0.66888,0.8287
147,328,210,329,209,254,142,142,302,349,281,366,63,3.38,0.99618,0.66888,0.8287
148,328,210,329,209,254,142,142,302,349,281,366,62,3.38,0.99617,0.66888,0.8287
149,328,210,329,209,254,142,142,302,349,281,366,62,3.3,0.99589,0.66525,0.82656
150,326,212,329,209,250,142,146,301,349,280,365,62,3.22,0.9952,0.6616,0.82441
151,326,212,329,209,250,142,146,301,349,280,365,62,3.22,0.9952,0.6616,0.82441
152,325,213,329,209,250,142,146,300,347,279,364,62,3.22,0.99484,0.6616,0.82441
153,325,213,329,209,250,142,146,300,347,279,364,62,3.22,0.99486,0.6616,0.82441
154,323,215,323,215,250,148,140,298,343,277,360,62,3.16,0.993,0.65884,0.82277
155,329,209,323,215,250,148,140,307,347,284,364,62,3.6,0.99695,0.67873,0.83445
156,329,209,323,215,250,148,140,307,347,284,364,63,3.7,0.99714,0.68314,0.837
157,329,209,323,215,250,148,140,307,347,284,364,63,3.7,0.99714,0.68314,0.837
158,326,212,323,215,250,148,140,302,345,280,363,65,3.44,0.99546,0.67158,0.83028
159,329,209,329,209,250,142,146,304,348,282,364,66,3.46,0.99622,0.67248,0.83081
160,329,209,329,209,250,142,146,304,348,282,364,66,3.46,0.99622,0.67248,0.83081
161,329,209,329,209,250,142,146,304,348,282,364,66,3.46,0.99622,0.67248,0.83081
162,329,209,329,209,250,142,146,304,348,282,364,66,3.46,0.99622,0.67248,0.83081
163,329,209,329,209,250,142,146,304,348,282,364,65,3.46,0.99622,0.67248,0.83081
164,329,209,329,209,250,142,146,304,348,282,364,65,3.46,0.99622,0.67248,0.83081
165,329,209,329,209,250,142,146,304,348,282,364,65,3.46,0.99622,0.67248,0.83081
166,328,210,323,215,250,142,146,304,348,282,364,66,3.38,0.99601,0.66888,0.8287
167,328,210,323,215,250,142,146,304,348,282,364,66,3.38,0.99601,0.66888,0.8287
168,327,211,329,209,250,142,146,302,347,280,364,67,3.28,0.99489,0.66434,0.82603
169,327,211,329,209,250,142,146,302,347,280,364,67,3.28,0.99489,0.66434,0.82603
170,327,211,329,209,250,142,146,302,347,280,364,67,3.28,0.99489,0.66434,0.82603
171,327,211,329,209,250,142,146,302,347,280,364,67,3.28,0.99489,0.66434,0.82603
172,329,209,323,215,250,142,146,308,349,284,365,67,3.52,0.99676,0.67517,0.83238
173,334,204,343,195,261,142,135,313,353,290,368,67,3.86,0.9987,0.69012,0.84101
174,334,204,343,195,261,142,135,313,353,290,368,69,3.86,0.9987,0.69012,0.84101
175,334,204,343,195,261,142,135,313,353,290,368,69,3.86,0.9987,0.69012,0.84101
176,325,213,332,206,226,142,170,302,344,280,361,70,3.22,0.99347,0.6616,0.82441
177,329,209,338,200,226,142,170,306,348,282,364,71,3.28,0.99529,0.66434,0.82603
178,329,209,338,200,226,142,170,306,348,282,364,71,3.28,0.99529,0.66434,0.82603
179,329,209,338,200,226,142,170,306,348,282,364,71,3.28,0.99529,0.66434,0.82603
180,331,207,338,200,226,142,170,309,349,288,365,71,3.54,0.99721,0.67606,0.8329
181,332,206,338,200,226,142,170,310,349,288,365,71,3.58,0.99748,0.67784,0.83393
182,332,206,338,200,226,142,170,310,349,288,365,71,3.58,0.99748,0.67784,0.83393
183,332,206,338,200,226,142,170,310,349,288,365,71,3.58,0.99748,0.67784,0.83393
184,332,206,338,200,226,142,170,310,349,288,365,71,3.58,0.99748,0.67784,0.83393
185,332,206,338,200,226,142,170,310,349,288,365,71,3.58,0.99748,0.67784,0.83393
186,332,206,338,200,226,142,170,310,349,288,365,71,3.58,0.99748,0.67784,0.83393
187,332,206,338,200,226,142,170,310,349,288,365,71,3.58,0.99748,0.67784,0.83393
188,332,206,338,200,226,142,170,310,349,288,365,71,3.58,0.99748,0.67784,0.83393
189,332,206,338,200,226,142,170,310,349,288,365,71,3.58,0.99748,0.67784,0.83393
190,332,206,338,200,226,142,170,310,349,288,365,70,3.58,0.99748,0.67784,0.83393
191,327,211,323,215,220,142,176,307,345,284,360,72,3.44,0.99608,0.67158,0.83028
192,327,211,323,215,220,142,176,307,345,284,360,72,3.44,0.99608,0.67158,0.83028
193,329,209,329,209,227,142,169,309,347,287,363,74,3.64,0.99731,0.6805,0.83547
194,306,232,300,238,227,142,169,288,324,271,347,75,2.68,0.98123,0.63633,0.80921
195,310,228,300,238,236,142,160,290,328,274,350,77,2.96,0.98713,0.64956,0.81723
196,310,228,300,238,236,142,160,290,328,274,350,77,2.96,0.98713,0.64956,0.81723
196,310,228,300,238,236,142,160,290,328,274,350,77,2.96,0.98713,0.64956,0.81723
196,310,228,300,238,236,142,160,290,328,274,350,77,2.96,0.98713,0.64956,0.81723
196,310,228,300,238,236,142,160,290,328,274,350,77,2.96,0.98713,0.64956,0.81568
197,323,215,329,209,249,152,137,299,345,278,359,80,3.38,0.9941,0.66888,0.82664
198,323,215,329,209,249,152,137,299,345,278,359,80,3.38,0.9941,0.66888,0.82664
199,323,215,329,209,249,152,137,299,343,278,358,82,3.32,0.99297,0.66616,0.82511
200,321,217,323,215,249,158,131,296,341,277,357,83,3.3,0.99137,0.66525,0.8246
201,318,220,323,215,249,158,131,293,340,273,353,85,3.06,0.98617,0.65422,0.81835
202,312,226,323,215,249,158,131,287,335,266,351,86,2.52,0.96326,0.62865,0.80354
203,312,226,323,215,249,158,131,287,335,266,351,86,2.52,0.96326,0.62865,0.80354
204,312,226,323,215,249,158,131,287,335,266,351,86,2.52,0.96326,0.62865,0.80354
205,312,226,323,215,249,158,131,287,335,266,351,86,2.52,0.96326,0.62865,0.80354
206,312,226,323,215,249,158,131,287,335,266,351,86,2.52,0.96326,0.62865,0.80354
207,312,226,323,215,249,158,131,287,335,266,351,86,2.52,0.96326,0.62865,0.80354
208,314,224,323,215,249,158,131,289,337,267,355,86,2.58,0.97055,0.63154,0.80524
209,315,223,312,226,233,152,153,291,341,270,357,86,2.68,0.98175,0.63633,0.80804
210,322,216,312,226,246,152,140,301,343,283,358,89,3.42,0.99705,0.67068,0.82765
211,320,218,308,230,246,152,140,299,343,282,358,89,3.32,0.99596,0.66616,0.82511
212,320,218,308,230,246,152,140,299,343,282,358,89,3.32,0.99596,0.66616,0.82511
213,320,218,308,230,246,152,140,299,343,282,358,89,3.32,0.99596,0.66616,0.82511
214,318,220,308,230,226,152,160,297,341,277,355,90,2.96,0.99192,0.64956,0.81568
215,324,214,318,220,226,152,160,301,347,280,363,90,3.02,0.99414,0.65236,0.81729
216,324,214,318,220,226,152,160,301,347,280,363,90,3.02,0.99414,0.65236,0.81729
217,340,198,347,191,262,152,124,321,353,300,365,88,4.24,0.99963,0.70627,0.84714
218,342,196,347,191,262,152,124,323,357,302,369,89,4.44,0.99979,0.71452,0.85154
219,342,196,347,191,262,152,124,323,357,302,369,89,4.44,0.99979,0.71452,0.85154
220,343,195,347,191,262,152,124,324,358,303,369,90,4.46,0.9998,0.71534,0.85197
221,341,197,347,191,262,158,118,323,357,302,368,90,4.44,0.99978,0.71452,0.85154
222,334,204,341,197,262,158,118,310,353,288,364,92,3.74,0.99807,0.6849,0.83553
223,334,204,341,197,262,158,118,310,353,288,364,92,3.74,0.99807,0.68448,0.83489
224,334,204,341,197,266,149,123,309,356,288,369,93,3.8,0.9988,0.68894,0.83687
225,342,196,341,197,281,149,108,322,359,300,372,92,5,0.99994,0.74051,0.86494
226,342,196,341,197,281,149,108,322,359,300,372,92,5,0.99994,0.74271,0.86577
227,340,198,341,197,281,149,108,317,351,298,364,92,5.04,0.99991,0.74651,0.86825
